id,nombre,edad,descripcion,tamaño,inserted_at,updated_at
420c7aeb-ff9a-4307-8bf8-ec157991fe69,Darci,25,Adrenal vessel ligation,14,2023-01-15 05:08:08,2022-07-06 05:09:55
d53eefb0-7235-4544-881d-eecbed1ea2c0,Teri,19,Remove penetrat FB eye,38,2022-06-07 15:19:24,2022-03-18 08:02:18
df0e72be-de48-4536-9bf2-dbb7014b5411,Lula,19,Arterial bld gas measure,5,2022-07-24 21:03:30,2023-01-29 16:31:11
5cf727b4-e7e0-4419-834f-de769d7eaa75,Ashil,15,Endocar cushion rep NEC,11,2022-09-12 22:56:53,2022-07-29 23:59:17
bae54904-8cd7-4dea-b8bb-483faa88d76d,Bel,3,Sutur capsul/lig leg NEC,4,2022-10-10 05:44:42,2023-01-09 18:24:48
93973fa7-2f80-4f60-9cb1-e23383037141,Dayna,15,Nasal sinus transillumin,18,2022-08-24 11:58:16,2022-04-17 09:20:18
e189044f-7acc-4d71-8f3a-8a5e5706a3ed,Lynea,10,Remov retroperiton drain,6,2022-07-02 12:52:04,2022-11-08 03:56:17
e0b6e257-1707-4c4b-b19c-63b7fd052ac3,Shadow,15,Hindquarter amputation,39,2022-06-18 10:22:11,2023-02-28 09:49:30
75a92fe7-c2ee-4e1c-8622-b7604a524bee,Curry,1,Renal autotransplant,20,2022-08-21 07:54:37,2022-04-25 01:20:15
6cb544d1-b567-40ec-b74e-acee0eff9bd0,Rozelle,30,Tot breech extrac NEC,21,2022-12-24 02:37:40,2022-08-09 03:06:00
c0d8247a-8454-44b5-8f49-835d970eea68,Dora,24,Allo hem stem ct w purg,31,2022-08-04 05:17:46,2023-02-08 10:56:10
b217ab10-4fa5-4ea7-abbd-445907dc77ac,Toni,1,Thermography NEC,2,2023-01-17 11:08:59,2022-09-15 12:10:09
7a925f82-f15b-413c-aee9-4c805f775ca4,Benjie,9,Humerus biopsy,30,2022-05-07 12:02:19,2022-07-23 03:30:38
19d2fa96-1d47-4ef6-9bd4-7a34915bd9ba,Aeriel,13,Bartholin gland marsup,6,2022-08-26 08:24:38,2022-09-13 22:29:58
ce10ce7b-bbac-4542-a5b5-215521583d3c,Wilbert,20,Cl reduc disloc NOS,26,2023-01-01 07:58:13,2023-01-23 21:13:00
1369a404-baa2-4738-af52-45553f36c863,Roderic,1,Suture of artery,13,2022-04-23 15:57:23,2022-11-24 23:45:44
55059863-09a7-4ac0-a34d-ee1b86f4bedd,Bernita,8,Insert oropharyn airway,9,2022-03-30 19:12:14,2022-06-25 11:58:54
b81c987b-55fb-4709-baba-7d7f2543b145,Dan,7,Remov large bowel tube,10,2022-11-12 14:33:25,2022-04-27 13:35:28
bdfeb5a1-08be-43b2-8d9a-c72b9df0abe8,Marius,23,Remove both fallop tubes,8,2023-02-13 20:31:54,2022-12-14 10:21:18
703e7328-88ec-4d92-b1ef-84526b98ef7b,Chrissie,7,Retropubic ureth suspens,14,2022-03-25 21:59:56,2022-10-27 06:17:36
72248b7a-ad9a-4626-8fbb-e9ab3cf822ad,Christyna,30,Prolapsed iris excision,22,2022-04-21 09:01:18,2022-03-21 07:30:02
07982764-13ec-41ca-ab03-ec19f6e7d544,Candie,13,Anesth inject-spin canal,15,2022-11-15 19:18:52,2022-10-27 15:40:02
ae4b880d-bc1b-4f5c-adfe-4cbd7a48542f,Stephana,21,Ptosis rep-levat mus NEC,35,2022-10-25 14:07:52,2022-03-02 07:05:48
83a06f38-4dcc-47c1-b461-2583946fa686,Tyrone,3,Destruct abd wall lesion,6,2022-04-20 22:25:17,2022-08-17 00:33:50
c649b9d4-4b67-4a05-8de6-e4c8308ddfcd,Verina,6,Hand/finger joint biopsy,37,2023-01-12 06:28:37,2022-04-19 22:50:54
9e8ff7b0-1853-48fb-8e85-48aac57948da,Eleonore,15,Scleral buckle w implant,33,2022-03-22 21:02:21,2022-09-04 13:00:54
3f077de9-14fc-4102-b5be-2c2f76d6d5cb,Mack,6,Digestive tract xray NEC,40,2023-02-03 08:37:38,2022-07-31 07:33:24
7c0d626a-6a7d-4a8c-8c3d-92d138dc717a,Randi,25,Tendon pulley reconstruc,22,2022-03-07 05:14:53,2022-03-20 05:34:18
aac7e023-c09f-4a73-85aa-4bf1ecae0233,Hasheem,3,Cl fx reduc-int fix NEC,16,2022-10-17 15:10:34,2022-11-14 23:33:28
4e803626-f335-4162-8917-074fb3b1566e,Jessey,1,Liver scan/isotope funct,31,2022-08-19 21:51:15,2022-08-20 06:17:09
a48ac684-4b3b-450f-b7fe-120571a52ba1,Miguela,12,Bartholin's gland op NEC,37,2022-03-19 23:43:05,2022-07-15 20:49:30
191b934e-1b71-47cd-be7f-0768795adbbd,Malachi,12,Limb shorten proc NEC,8,2022-09-09 23:09:27,2022-07-11 18:29:15
a692faea-e857-4e72-8e20-8e24edd45ab2,Phineas,7,Bilat tubal division NEC,24,2023-01-06 20:48:15,2022-09-02 00:59:05
49143d40-3548-451d-9007-32db0d660ef4,Ogdon,13,Fus/refus 2-3 vertebrae,23,2022-06-13 08:29:36,2022-06-22 13:18:20
fb5f6f20-0604-4f44-af8c-6cec6916610a,Katrina,22,Revision gastric anastom,22,2023-01-11 00:46:59,2022-06-28 19:21:53
e7e4d672-c585-4450-9516-f20f83b7169f,Pietrek,24,Arthrodesis of shoulder,36,2022-03-19 10:16:51,2022-10-12 23:27:11
aae104ab-7dc6-44b3-ad0d-5c5e2ee0af8b,Cora,12,Intranasal antrotomy,1,2022-07-19 21:36:03,2022-08-31 07:39:59
e8b79ece-9fc7-4fa0-a000-04fb6dee020a,Karoly,9,Liver transplant NEC,37,2022-03-04 00:10:24,2022-03-15 22:12:32
adc91b17-e2a0-4587-9f9c-3147eeafcef6,Sherry,6,Remove penetrat FB eye,4,2022-07-07 22:42:33,2022-08-30 13:48:15
04b43eff-886c-48bc-a648-a16d111ad074,Koralle,8,Part ostect-metatar/tar,18,2022-09-20 06:24:32,2023-01-20 18:17:05
39d5c57a-2006-4822-83b2-3e53f839f933,Justino,22,Cut & prep pedicle graft,22,2023-02-10 19:01:47,2022-05-17 12:51:02
7f3e78b5-2732-489f-8879-266ff7a6944e,Derron,24,Aspirat curet-preg termi,39,2022-08-18 07:03:20,2022-06-07 17:14:24
ee21b737-89e6-4aca-9056-8b3fb61197bb,Marnia,11,Complete thyroidectomy,30,2022-09-04 07:26:31,2022-12-11 21:37:54
d8db0fe6-ff12-44f5-8a41-2b90e79d058b,Drugi,23,Lap lys perivesureth adh,10,2022-05-10 10:23:51,2022-09-07 09:05:33
088a800d-6c22-4ca6-a248-8f7579035795,Kalindi,10,Forced limb extension,32,2022-04-29 06:22:03,2022-06-21 01:30:36
9a085955-d5f8-4967-b7f9-8a9e14345217,Galvan,7,Replace vag/vulv packing,9,2022-08-07 18:45:06,2022-04-30 19:54:06
926e7e9e-5e75-4982-9ee3-5fcab23536b9,Karissa,12,Correct lid retraction,32,2022-10-25 02:44:23,2022-11-20 12:52:47
90086643-fa04-437a-96d6-2f8a75a2fb0b,Lorie,18,Chorioret les diathermy,8,2022-05-16 00:31:55,2022-08-20 16:37:03
1c635a29-2f7b-45cc-bad3-8a67bb496c30,Massimiliano,19,Blood expander transfus,25,2022-03-25 02:02:52,2022-11-16 01:45:48
0a619a60-5b62-4496-80fb-bb4ea790c5ec,Adelice,10,Oth transureth prostatec,18,2022-08-31 14:25:42,2022-03-17 16:24:19
4ba497ed-3d0e-489b-8a76-8c72b7bf6891,Robinett,13,Removal superfic FB eye,22,2022-11-07 19:38:49,2022-04-13 11:32:34
a4cce629-2fba-4ac8-b925-a96b99379f55,Cristen,13,Inject insulin,2,2022-08-28 06:20:32,2022-07-16 13:18:07
b6df693c-0a68-46fa-a66d-9a62da7ea822,Gussy,18,Assisted pool exercise,30,2022-05-20 10:10:27,2022-06-08 08:22:29
13f62496-bc22-4700-a7a0-2e74d6173c2b,Noah,10,Lap bi indir ing hrn-grf,30,2022-12-31 13:01:05,2022-05-28 17:10:03
8475e232-cd82-4cfc-a73e-ae8709295ecf,Rory,12,Pineal operation NEC,19,2022-06-25 04:17:47,2022-07-01 12:44:00
6cbb3137-aa87-42b6-b559-ba0b0cbe9b44,Chanda,23,Oth tib/fib repair/plast,19,2022-08-12 15:23:02,2022-06-30 15:15:45
1282f0ec-7fe8-49a6-93b6-d879189872aa,Tuckie,13,Lip biopsy,18,2022-09-02 13:36:01,2022-04-05 19:21:35
639f1b52-1e3e-4f9f-8295-218559c4ede8,Emmi,2,Skull plate insertion,25,2022-05-24 14:28:59,2022-12-21 04:26:22
3c456b8c-6c08-44f2-91fe-45f5f07f558c,Gabie,7,Hemorrhoid cryotherapy,2,2022-07-23 10:53:58,2022-03-17 06:02:48
3fc49d25-692a-4548-8ca7-dc87bb8bfdcc,Alyce,18,Remov ext immobilization,22,2022-11-09 23:27:17,2022-09-30 21:36:50
c4c293a6-6897-4024-862e-54424f888eb7,Arney,16,Multiple sinus incision,22,2022-03-21 23:07:22,2022-08-11 00:15:00
6561d32d-c597-4437-bd23-79a2e58b39d6,Mayer,13,Impl fallop tube prosth,37,2022-10-06 05:29:18,2022-06-14 17:00:42
1adf4254-0205-4b4a-9859-aede57614942,Quill,29,Debrid opn fx-toe,21,2022-09-07 16:43:31,2022-07-13 03:04:25
c70d5945-ae15-47c4-a45a-cef9701e2bf3,Sybyl,28,Other speech therapy,40,2022-11-08 06:21:15,2022-11-13 18:29:12
4ae66f99-2d0a-429c-a1c7-53beb81fd979,Madeleine,21,Bone thermography,14,2023-01-30 00:39:53,2022-11-28 06:17:00
10787c92-df3e-440d-9ea9-61e9a3c44f46,Vinnie,14,Partial cystectomy,6,2022-10-02 02:08:53,2022-10-04 01:19:27
586371ef-51e2-4aaf-99d1-5a6e6fda13e3,Phillida,23,Glaucoma procedure NEC,32,2022-05-17 11:51:37,2022-07-02 05:41:38
5615f581-2766-4163-97cb-ad1e8b4a1d50,Boothe,30,Skel xray-pelvis/hip NEC,23,2022-06-13 05:25:19,2022-09-20 16:42:41
1f962270-8587-4b9c-8d4e-1b7b101b902c,Jamil,5,Suture of rectal lacer,15,2022-05-23 06:41:08,2022-03-20 06:05:23
069fe848-2156-4a83-95c7-f18967ba8ef4,Kym,29,Full-thick hand skin grf,10,2023-01-23 22:48:54,2022-08-14 16:49:41
74f0aa0e-571a-428d-9859-7663730cdaed,Austen,11,Other fusion of foot,5,2022-07-20 13:26:53,2022-05-07 14:45:59
32fa013d-5dcc-4082-86a6-f1385a0a5019,Agneta,20,Referral for psychother,11,2022-04-08 02:17:34,2022-07-23 07:11:38
5fd8feb9-e61b-495d-a979-8d57536e3d66,Collen,28,Radius & ulna sequestrec,5,2022-11-03 13:14:38,2022-07-12 21:11:20
7ef0117c-e587-4701-90ca-6461e478e914,Rikki,6,Conjunctivoplasty NEC,10,2022-11-24 05:13:28,2023-02-10 06:29:10
a3d65caf-9961-4c80-bf70-26aee18cb3e0,Sinclair,12,Pertussis vaccination,6,2022-06-15 22:09:09,2022-11-15 09:35:39
398a7cb7-7f4a-458e-8a2d-c0ec4afd6ff4,Anthiathia,29,Remov intralum mouth FB,10,2022-06-11 17:33:25,2022-06-23 02:10:14
de969d7a-a785-4b7e-8089-2dee8226bcd4,Kipp,7,Cautery to stop epistax,38,2022-05-21 12:00:41,2022-09-21 05:04:11
a08e633c-22d8-4d7f-a3b0-0e929ce8ec3b,Thia,28,Neck support application,21,2022-11-10 15:08:20,2022-09-13 01:55:11
c7ec8f76-3925-4ca7-86ca-5018d4b9ad04,Neila,17,Remove penetrat FB eye,35,2022-05-10 05:05:46,2022-04-24 10:57:47
1b071b14-4d17-4521-9386-5ffe96c97000,Jodi,8,Other plastic ops fascia,7,2022-10-21 11:21:29,2022-09-15 19:01:32
0a2cfffc-f13c-402d-8bc7-dfdaf58d6cf9,Randee,20,Gb-to-stomach anastomos,30,2022-09-14 13:32:56,2023-01-01 03:27:27
22b3f43b-9bb4-400a-812a-25a68911d213,Neila,2,Lid recon-tarsoconj flap,38,2022-11-08 07:32:03,2022-07-19 10:11:31
4ca280b2-5c54-49c6-991f-89da9a498ff4,Christophorus,9,Lid marg lac rx-ful thic,10,2022-08-19 14:47:07,2022-08-15 16:19:01
530d920c-21f3-4994-9729-4f87fbcd9290,Roderigo,4,Lt heart angiocardiogram,10,2022-11-06 19:31:43,2022-10-20 15:08:00
0a5125c0-b465-4129-be7b-c92f5849c3c1,Hymie,22,Epididymectomy,16,2022-07-03 19:39:51,2022-08-17 00:02:39
429e707a-c811-493e-bbe6-0c1f93f60bc7,Job,26,Closure uterine fistula,21,2022-03-10 08:31:11,2022-03-28 04:13:11
f911140e-b7d2-4e2e-8c45-fdc00e24f848,Quill,10,Bilat part salpingec NOS,16,2022-07-24 08:27:33,2022-05-21 07:57:27
0b789a04-03eb-4865-9f05-9fc124e8b01d,Elva,12,Oth trachea dx procedure,14,2022-09-21 18:58:07,2022-05-05 15:22:46
cede39d6-dc14-4a2f-9bc5-892923f71871,Ilka,30,Spinal cord adhesiolysis,2,2022-08-04 09:26:37,2022-05-05 06:13:21
b334acf3-8bab-49a7-9fe6-219b3d2d905b,Dun,20,Excis les tendon sheath,4,2022-04-07 07:56:12,2022-07-09 22:45:50
32b39f0f-1ddd-46d5-990d-bdcd2148843f,Lora,8,Part ostectomy-femur,7,2023-02-24 00:33:46,2022-04-02 14:32:25
f478557b-c1f9-49a4-802f-5f9257fa7a5d,Romona,6,Referral psych aftercare,28,2022-05-15 18:50:37,2022-12-02 14:14:44
9aaf7454-5d5d-4642-a4e8-1fa58f5e3079,Gary,1,Orthoptic training,14,2022-11-19 22:34:13,2022-04-27 23:29:51
7b6ad3c8-fbf4-4447-90b4-059924cd7c65,Jim,10,Ventr septa def rep NEC,27,2022-08-08 15:45:20,2022-06-14 02:04:54
c2492813-2237-448a-be54-cb404ff9f415,Katusha,20,Urethrotomy,27,2023-01-08 14:47:24,2022-07-02 17:42:07
ff76f94c-4546-4b88-b638-ca1fd3512008,Ava,28,Anesthesia acupuncture,13,2022-06-22 05:59:43,2022-03-19 15:07:15
fff1d99e-7936-4cc9-976d-e1449e08e4f6,Aindrea,22,Appl ext fix-metacar/car,15,2023-01-17 03:57:51,2022-04-18 22:49:40
a62bec90-1cae-4639-b4e6-2196f7497ad3,Jaye,13,Sutur capsul/lig leg NEC,27,2022-09-20 13:53:55,2023-01-03 20:31:40
48f76cb5-065d-4a67-9bfb-a907df5fd62d,Kaia,13,Open reduction-toe fx,40,2022-03-04 17:15:14,2022-11-06 16:53:45
7e7b0379-5563-4fd7-8c4e-6f1bb9a0dd51,Gerhardt,9,Other plastic ops tendon,29,2023-02-26 00:46:06,2022-10-04 04:36:16
83cd48a1-8ecb-4759-b7c8-1ba7c3c239ab,Rockwell,28,Interruption vena cava,33,2022-12-13 13:56:34,2023-01-21 13:46:02
4ea02a0e-f46e-4533-a6fe-909c9ef953fd,Patrizia,11,Lap remove remain ovary,30,2022-09-01 06:58:39,2022-11-10 01:03:16
8cdc8f4d-b5ac-438f-bbc7-07727445cfea,Audi,4,Inject/infus nesiritide,9,2022-05-28 07:45:10,2022-10-20 18:41:16
ec32f4eb-2405-4734-ac51-89bcd6600ae2,Gawen,20,Keratophakia,40,2022-06-03 05:02:33,2023-02-15 10:03:34
29b6b6d2-8bbc-4f85-988d-6eb81c771181,Zeke,5,Perivesical incision NEC,17,2022-08-28 18:27:13,2023-01-03 10:47:50
376f885a-f67c-46fd-85d2-41942c6f0792,Bord,9,Endosc destr urethra les,25,2022-11-28 21:58:54,2022-12-04 02:28:19
b5d0af31-3703-4b5d-9077-c54b2258f6dd,Willis,23,Blow therapeut into tube,9,2022-12-15 19:18:46,2022-07-14 08:54:15
dba77333-d6b6-4afa-a7ed-660b5c7ecaf5,Danita,6,Excis les tendon sheath,1,2022-03-15 07:26:49,2022-07-31 08:48:04
4f9fcd33-4fd7-4846-85ae-3096bc137282,Corie,15,Limb length proc-humerus,22,2022-07-25 15:30:18,2022-08-13 11:04:07
32c54d66-39df-44fd-9492-562d84e86c81,Frasier,12,Remov small bowel tube,27,2023-01-30 05:18:38,2022-11-08 20:23:20
37a0cf9a-f562-4cd8-bae8-063a52c98531,Jackson,12,Unilat rad neck dissect,11,2022-07-01 14:32:06,2022-10-15 12:01:16
4ec6fbeb-0019-4201-88ae-aa5f652e1284,Georgena,18,Ther ult peripheral ves,16,2022-08-28 21:04:31,2022-10-07 23:21:25
bc71a61c-cfd3-4642-81bc-470f3dde1bdf,Maryjo,20,Suture ureteral lacerat,40,2022-05-30 05:04:42,2022-12-02 21:46:16
488cd218-867e-4690-905d-d7f1b230d906,Irvin,30,Laryngeal fistula clos,8,2022-12-07 06:28:40,2022-11-25 03:21:10
ce36d58c-4b16-4073-a7a7-5d82fc51ef59,Anet,3,Open reduct face fx NEC,15,2022-04-29 12:22:22,2022-04-05 09:21:18
acc7e543-9c40-48d7-a101-9c57dd6a11aa,Burke,9,Other ext ear operations,1,2022-03-05 20:49:51,2022-05-24 22:46:02
239a675e-109e-4901-81a1-156e9563a1f2,Jeremias,26,Eye examination NOS,14,2023-01-15 13:34:45,2022-08-05 13:31:37
ae3f7125-1fe3-4b6a-8977-c389a251d346,Thane,23,Graft repair atrial def,29,2022-09-25 21:04:12,2022-09-18 13:40:43
fd433605-086a-4596-93e7-8c837755eff9,Olly,1,Myringoplasty,29,2022-12-26 05:09:52,2023-01-07 14:36:28
ed15ade9-aa50-464f-8d3f-c2ba8ee30447,Shalom,13,Bilat ing hernia rep NOS,1,2023-02-24 13:31:20,2023-02-24 08:43:11
efaeb0da-1c93-454e-a93b-728db75606cf,Yolane,26,Lithium therapy,6,2023-02-24 15:21:56,2022-05-15 17:42:36
60a458f4-0bd1-495f-b9d8-d1e69d9bdaac,Stern,7,Intest stoma revis NOS,18,2022-08-18 13:57:49,2023-01-13 00:40:57
d4c05dd6-f96c-469a-97c8-f001d62f22e6,Courtnay,19,Contrast x-ray of orbit,11,2022-12-09 17:04:30,2022-12-09 21:35:25
3a2c3da0-d086-4ccd-be6a-e3158c284548,Hamid,9,Suture peptic ulcer NOS,7,2022-05-09 07:43:13,2023-02-12 06:56:21
d56c57a1-a2b8-4014-8174-e48347da71f2,Mollee,20,Intravasc msmnt cor art,33,2022-09-12 07:52:06,2022-09-24 22:37:15
33d7e289-50b5-4484-a597-9dba4df970c4,Rinaldo,14,Repair gb laceration,13,2022-07-25 00:40:44,2023-01-31 13:50:41
c7161fdf-ea48-421e-a06b-347120696405,Gilda,19,Surg vessel occlus NEC,7,2023-02-15 02:06:07,2022-10-04 17:48:22
221cb595-ec32-46dc-ad3b-eaa38af2fea4,Horst,28,Remov pyelos/nephros tub,28,2022-10-14 12:11:56,2022-06-21 01:37:52
9a2104be-c1c9-493d-839a-8cbe5806f107,Suellen,11,Remove ext mand fix dev,31,2022-09-05 08:44:02,2022-03-14 19:40:04
3f2cd305-1a7d-461f-86d1-017babc8985c,Jarrid,3,Excis lesion of muscle,27,2022-11-20 00:22:15,2022-09-11 02:17:46
d1a427ea-fe5c-423f-bf29-e2e4bd2119ea,Laney,23,Fit up arm/should prosth,8,2022-09-22 01:49:02,2022-09-19 10:40:52
7e983c13-b2be-4a52-90ac-75f6b40ef4de,Edita,13,Heart vessel op NEC,2,2022-11-16 22:21:54,2022-04-27 14:31:24
b6eb8709-e345-40c7-b2c2-16ed8fa17c60,Barnaby,11,Insert intercostal cath,9,2022-03-28 20:08:09,2022-05-11 05:27:46
d4075e21-e1af-401b-8295-8ba2087db226,Cora,20,Wound catheter irrigat,11,2023-02-23 19:02:52,2022-12-08 07:24:39
e42ba0fc-b4f8-434a-8772-34610d7520ed,Lorrayne,25,Endosc dil pancreat duct,15,2022-07-01 11:15:57,2022-08-06 00:06:00
2b9d7249-7138-484b-af2b-c8ba2b11334d,Cull,1,Lumb/lmbosac fus ant/ant,15,2023-01-08 19:50:25,2022-11-05 15:32:51
6d4e4ec2-bf2b-45d8-a86f-1f0427f3de4a,Maritsa,24,Suture hand muscle/fasc,35,2022-11-30 17:32:22,2022-05-17 06:50:13
7d0a91b2-1324-4b9f-9d8a-f7c92feaf307,Karlis,3,Rev facet replace device,9,2022-11-25 14:51:20,2022-03-29 07:12:37
7060687e-0395-4cd5-a175-e70bc4c56e75,Lewiss,21,Particulate radiosurgery,17,2022-08-15 03:57:18,2022-04-30 21:45:33
e388137a-21f7-49d9-a33e-bc3f67d2c6d1,Denni,2,Ileostomy NOS,24,2022-04-18 21:26:29,2022-08-30 10:40:29
4af1c499-eab9-42b8-ac11-e64863a0acd8,Brynn,29,Trnsapcl rep aortc valve,2,2022-04-19 14:00:26,2022-05-06 08:43:48
c24491a6-fc3f-42e7-920e-18b1922471e6,Clo,25,Repair of macrodactyly,13,2022-07-13 15:46:21,2023-02-28 10:40:55
54acd6a2-6977-4b25-a27f-07a4e792c8c0,Stesha,12,Radial keratotomy,7,2022-09-22 05:10:41,2022-05-17 21:58:21
2763ec13-3993-41e3-bb2c-bc9801909707,Milo,24,Chorioret les laser coag,34,2022-10-11 04:09:36,2022-03-31 00:51:45
cd6b63d7-11a5-4465-ac3e-b5b7bc17e984,Sly,9,Partial glossectomy,10,2023-01-05 14:46:15,2023-02-07 08:28:52
40d3a295-95a6-477c-a6f5-85b2071ff402,Riccardo,16,Removal scrotal/penis FB,18,2022-09-30 17:24:31,2022-07-08 03:54:50
0a160e25-eda4-4bd0-8727-cdedfd1ee172,Cordelia,13,Leg artery resect/anast,7,2022-04-23 10:19:02,2022-08-06 17:07:15
582d71c0-a256-45d7-96e8-d992fe2d9670,Collin,4,Vaginal mold insertion,16,2022-11-12 11:21:03,2022-05-31 09:49:24
bf515df9-f001-49e1-8c73-684a3ad86730,Zilvia,7,Transpleura thoracoscopy,19,2022-07-18 09:15:14,2022-07-07 04:30:17
5bca8158-4312-424e-a9fa-338cb007bfbe,Angel,5,Percu nephrostmy w frag,3,2022-12-13 20:37:10,2022-06-24 12:37:25
47f1ba11-4fc5-4f18-a4be-c2185891fe5b,Sherry,4,Hepatic lobectomy,13,2022-11-26 18:39:10,2022-06-23 16:50:03
e5ac9f42-5ab9-4578-af3f-4f3e0bbea8c9,Vi,14,Facial bone biopsy,33,2022-04-26 16:31:08,2022-07-04 07:46:10
9cac76b1-8094-4432-896b-b8f08d6f2eb6,Jodi,15,Repair vulvar fistula,17,2022-05-18 04:17:47,2022-07-04 07:44:44
2756478e-3b30-4ba5-86ef-f60ef001a7bf,Arabele,15,Percutan aspiration gb,20,2023-02-25 02:35:46,2023-01-23 23:28:17
e6960b85-e229-4929-8679-f1aa50ff6c93,Bidget,21,Transphen pituitary bx,7,2022-04-19 19:05:45,2022-12-19 03:58:34
b2f88291-2bbc-4818-a097-6d139fcdc624,Ellary,21,Imp vent ext hrt ast sys,37,2022-07-11 08:18:44,2022-07-30 07:01:29
81dda0cf-246b-468a-b78a-8a27db6b3461,Elden,7,Loc exc les radius/ulna,26,2022-07-12 14:24:55,2022-07-08 06:00:12
9ec09973-8933-4530-9632-774b8f3d2da7,Gabriellia,18,Clos red-int fix humerus,34,2022-09-18 14:09:15,2022-12-12 09:45:20
87538e0d-c233-4d69-a881-623ffd94dc33,Tam,2,Auto bone mt w purging,12,2022-12-23 04:25:00,2022-10-22 06:42:38
89b91b02-6635-41cb-b8a3-1fd0f9e3ea8c,Pollyanna,1,Exc pituit les-transphen,16,2022-07-02 01:28:14,2023-01-24 01:12:43
9b7f437f-1e53-49ce-a587-31a7dd7c89c8,Chelsae,15,Lap abltn renal les/tiss,31,2022-04-21 10:57:08,2022-11-30 22:41:12
6288923f-389c-4d4d-a731-40b67fd0575f,Darryl,12,Sing source radiosurgery,4,2022-09-20 15:21:13,2022-12-13 02:20:51
422fb7d9-48d0-48f2-a46d-62ed621dc6e8,Lexis,25,Female genital x-ray NEC,13,2022-11-01 11:18:19,2022-12-16 05:50:20
971dc1a7-f8b7-46ca-ad6e-08a29b80eb8f,Lanna,25,Stapedectomy revis NEC,26,2022-11-29 01:10:10,2022-06-11 13:36:20
3d45ff1c-f050-4018-a86a-eed84c1a095e,Clim,26,Closed gastric biopsy,15,2022-06-10 21:42:24,2022-08-06 14:48:56
39cf6cd4-dce2-4b28-9f73-368b0d3eb74c,Erskine,24,Excision of urachus,12,2022-11-04 18:48:58,2022-06-20 09:00:31
6dff4612-9ba1-4d81-8d0f-4b0dc7c0fc4b,Juditha,11,Release of chordee,22,2022-06-08 00:15:10,2022-10-05 23:58:08
92a5a5e2-9662-4064-b1ae-e3d6c0632490,May,1,Anoscopy,38,2022-04-14 07:06:38,2022-04-15 21:14:20
151bdf33-feb8-4239-87cf-67520fbf4e02,Ossie,11,Skull & brain op NEC,9,2022-05-17 22:45:35,2022-10-17 05:23:34
9363bc29-5736-41c1-9ddd-c7308b12ff6c,Oswell,5,Femoral wedge osteotomy,32,2022-09-27 23:33:48,2022-06-20 23:50:17
